ЖУРНАЛ ЭКСПЕРИМЕНТОВ ЛАБОРАТОРИИ, 2025 г.
Записи ведут дежурные исследователи; каждый запуск получает номер run-N.

2025-01-09 | run-101 | MLP-3x256 | cifar10-subset | SGD+momentum, lr=0.1, batch=128, epochs=30 | val accuracy 0.8802 | loss на валидации немного шумит после 15-й эпохи.
2025-10-23 | run-722 | ResNet-18 | tabular-credit | SGD+momentum, lr=1e-3, batch=64, epochs=50 | val accuracy 0.8816 | повторить с другим сидом для оценки разброса.
2025-10-24 | run-723 | LightGBM | digits-aug | AdamW, learning_rate=0.1, batch=256, epochs=20 | val accuracy 0.912 | памяти GPU хватает с запасом, можно увеличить batch.
2025-10-24 | run-724 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=1e-3, batch=128, epochs=30 | val accuracy 0.8167 | памяти GPU хватает с запасом, можно увеличить batch.
2025-10-27 | run-725 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=1e-3, batch=64, epochs=20 | val accuracy 0.9353 | ранняя остановка сработала раньше лимита эпох.
2025-10-27 | run-726 | ResNet-18 | digits-aug | SGD+momentum, lr=3e-4, batch=64, epochs=20 | val accuracy 0.9241 | без замечаний, кривые обучения ровные.
2025-10-27 | run-727 | ViT-S/16 | tabular-credit | AdamW, lr=1e-3, batch=128, epochs=20 | val accuracy 0.847 | валидация стабильна между эпохами, переобучения не видно.
2025-10-28 | run-728 | ViT-S/16 | cifar10-subset-v2 | AdamW, lr=3e-4, batch=128, epochs=30 | val accuracy 0.8898 | памяти GPU хватает с запасом, можно увеличить batch.
2025-10-28 | run-729 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=5e-4, batch=128, epochs=30 | val accuracy 0.9554 | без замечаний, кривые обучения ровные.
2025-10-28 | run-730 | ViT-S/16 | cifar10-subset-v2 | AdamW, lr=3e-4, batch=128, epochs=50 | val accuracy 0.8125 | валидация стабильна между эпохами, переобучения не видно.
2025-10-28 | run-731 | ViT-S/16 | cifar10-subset-v2 | AdamW, lr=0.1, batch=256, epochs=50 | val accuracy 0.8147 | ранняя остановка сработала раньше лимита эпох.
2025-10-29 | run-732 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=0.05, batch=128, epochs=20 | val accuracy 0.8834 | loss на валидации немного шумит после 15-й эпохи.
2025-10-29 | run-733 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=0.05, batch=256, epochs=50 | val accuracy 0.9241 | валидация стабильна между эпохами, переобучения не видно.
2025-10-30 | run-734 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=3e-4, batch=128, epochs=30 | val accuracy 0.9404 | ранняя остановка сработала раньше лимита эпох.
2025-10-30 | run-735 | LightGBM | digits-aug | AdamW, learning_rate=3e-4, batch=128, epochs=20 | val accuracy 0.8113 | повторить с другим сидом для оценки разброса.
2025-10-30 | run-736 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=1e-3, batch=64, epochs=50 | val accuracy 0.9495 | без замечаний, кривые обучения ровные.
2025-10-31 | run-737 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=0.05, batch=128, epochs=30 | val accuracy 0.856 | ранняя остановка сработала раньше лимита эпох.
2025-10-31 | run-738 | ViT-S/16 | digits-aug | AdamW, lr=0.05, batch=256, epochs=50 | val accuracy 0.823 | loss на валидации немного шумит после 15-й эпохи.
2025-10-31 | run-739 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=5e-4, batch=64, epochs=20 | val accuracy 0.8537 | памяти GPU хватает с запасом, можно увеличить batch.
2025-11-03 | run-740 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=0.1, batch=256, epochs=20 | val accuracy 0.9442 | без замечаний, кривые обучения ровные.
2025-11-03 | run-741 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=1e-3, batch=256, epochs=50 | val accuracy 0.8338 | время эпохи в норме, узел gpu-07.
2025-11-03 | run-742 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=5e-4, batch=64, epochs=30 | val accuracy 0.9403 | без замечаний, кривые обучения ровные.
2025-11-04 | run-743 | ViT-S/16 | cifar10-subset-v2 | SGD+momentum, lr=0.1, batch=64, epochs=50 | val accuracy 0.9477 | результат в пределах разброса предыдущих запусков.
2025-11-04 | run-744 | MLP-3x256 | digits-aug | SGD+momentum, lr=1e-3, batch=64, epochs=30 | val accuracy 0.8618 | результат в пределах разброса предыдущих запусков.
2025-11-04 | run-745 | ResNet-18 | digits-aug | AdamW, lr=1e-3, batch=64, epochs=30 | val accuracy 0.952 | повторить с другим сидом для оценки разброса.
2025-11-05 | run-746 | LightGBM | cifar10-subset | AdamW, learning_rate=0.1, batch=64, epochs=50 | val accuracy 0.8358 | повторить с другим сидом для оценки разброса.
2025-11-05 | run-747 | MLP-3x256 | tabular-credit | AdamW, lr=1e-3, batch=64, epochs=50 | val accuracy 0.8834 | результат в пределах разброса предыдущих запусков.
2025-11-05 | run-748 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=256, epochs=50 | val accuracy 0.9015 | валидация стабильна между эпохами, переобучения не видно.
2025-11-05 | run-749 | ViT-S/16 | digits-aug | Lion, lr=1e-3, batch=128, epochs=30 | val accuracy 0.8738 | ранняя остановка сработала раньше лимита эпох.
2025-11-05 | СОБЫТИЕ | Переход с AdamW на Lion для ViT-S/16 по итогам сравнения: +0.6 п.п. accuracy при той же скорости.
2025-11-06 | run-750 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=0.05, batch=256, epochs=50 | val accuracy 0.8802 | без замечаний, кривые обучения ровные.
2025-11-06 | run-751 | ViT-S/16 | tabular-credit | Lion, lr=3e-4, batch=128, epochs=50 | val accuracy 0.9142 | повторить с другим сидом для оценки разброса.
2025-11-06 | run-752 | MLP-3x256 | digits-aug | AdamW, lr=5e-4, batch=64, epochs=50 | val accuracy 0.8633 | loss на валидации немного шумит после 15-й эпохи.
2025-11-07 | run-753 | ViT-S/16 | digits-aug | Lion, lr=0.05, batch=128, epochs=20 | val accuracy 0.9334 | памяти GPU хватает с запасом, можно увеличить batch.
2025-11-07 | run-754 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=0.05, batch=128, epochs=50 | val accuracy 0.8587 | памяти GPU хватает с запасом, можно увеличить batch.
2025-11-07 | run-755 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=128, epochs=20 | val accuracy 0.8354 | ранняя остановка сработала раньше лимита эпох.
2025-11-07 | run-756 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=3e-4, batch=256, epochs=50 | val accuracy 0.9543 | ранняя остановка сработала раньше лимита эпох.
2025-11-10 | run-757 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=1e-3, batch=64, epochs=20 | val accuracy 0.8353 | повторить с другим сидом для оценки разброса.
2025-11-10 | run-758 | ViT-S/16 | tabular-credit | Lion, lr=5e-4, batch=64, epochs=20 | val accuracy 0.8484 | результат в пределах разброса предыдущих запусков.
2025-11-10 | run-759 | ResNet-18 | tabular-credit | AdamW, lr=1e-3, batch=128, epochs=50 | val accuracy 0.8508 | памяти GPU хватает с запасом, можно увеличить batch.
2025-11-11 | run-760 | ViT-S/16 | digits-aug | Lion, lr=5e-4, batch=64, epochs=30 | val accuracy 0.8503 | ранняя остановка сработала раньше лимита эпох.
2025-11-11 | run-761 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=0.05, batch=128, epochs=20 | val accuracy 0.8293 | памяти GPU хватает с запасом, можно увеличить batch.
2025-11-11 | run-762 | MLP-3x256 | tabular-credit | SGD+momentum, lr=1e-3, batch=128, epochs=30 | val accuracy 0.8566 | без замечаний, кривые обучения ровные.
2025-11-12 | run-763 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=1e-3, batch=256, epochs=50 | val accuracy 0.9647 | памяти GPU хватает с запасом, можно увеличить batch.
2025-11-12 | run-764 | LightGBM | tabular-credit | SGD+momentum, learning_rate=1e-3, batch=128, epochs=50 | val accuracy 0.8572 | ранняя остановка сработала раньше лимита эпох.
2025-11-12 | run-765 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=1e-3, batch=64, epochs=50 | val accuracy 0.8585 | результат в пределах разброса предыдущих запусков.
2025-11-13 | run-766 | ViT-S/16 | cifar10-subset | Lion, lr=5e-4, batch=256, epochs=20 | val accuracy 0.885 | время эпохи в норме, узел gpu-07.
2025-11-13 | run-767 | ResNet-18 | cifar10-subset | AdamW, lr=5e-4, batch=64, epochs=30 | val accuracy 0.8526 | повторить с другим сидом для оценки разброса.
2025-11-13 | run-768 | ResNet-18 | digits-aug | SGD+momentum, lr=5e-4, batch=256, epochs=50 | val accuracy 0.8796 | время эпохи в норме, узел gpu-07.
2025-11-13 | run-769 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=0.05, batch=64, epochs=30 | val accuracy 0.922 | loss на валидации немного шумит после 15-й эпохи.
2025-11-14 | run-770 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=3e-4, batch=256, epochs=50 | val accuracy 0.9257 | время эпохи в норме, узел gpu-07.
2025-11-14 | run-771 | MLP-3x256 | tabular-credit | SGD+momentum, lr=0.1, batch=256, epochs=20 | val accuracy 0.8131 | памяти GPU хватает с запасом, можно увеличить batch.
2025-11-14 | run-772 | ViT-S/16 | cifar10-subset-v2 | Lion, lr=5e-4, batch=128, epochs=30 | val accuracy 0.8144 | памяти GPU хватает с запасом, можно увеличить batch.
2025-11-17 | run-773 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=0.1, batch=64, epochs=50 | val accuracy 0.9526 | loss на валидации немного шумит после 15-й эпохи.
2025-11-17 | run-774 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=0.1, batch=256, epochs=30 | val accuracy 0.8784 | loss на валидации немного шумит после 15-й эпохи.
2025-11-17 | run-775 | LightGBM | digits-aug | AdamW, learning_rate=1e-3, batch=128, epochs=20 | val accuracy 0.8253 | время эпохи в норме, узел gpu-07.
2025-11-17 | run-776 | LightGBM | digits-aug | SGD+momentum, learning_rate=1e-3, batch=256, epochs=50 | val accuracy 0.9153 | результат в пределах разброса предыдущих запусков.
2025-11-18 | run-777 | ViT-S/16 | tabular-credit | Lion, lr=1e-3, batch=128, epochs=50 | val accuracy 0.868 | время эпохи в норме, узел gpu-07.
2025-11-18 | run-778 | ResNet-18 | tabular-credit | SGD+momentum, lr=0.1, batch=64, epochs=30 | val accuracy 0.8506 | результат в пределах разброса предыдущих запусков.
2025-11-19 | run-779 | LightGBM | tabular-credit | SGD+momentum, learning_rate=1e-3, batch=256, epochs=20 | val accuracy 0.9378 | loss на валидации немного шумит после 15-й эпохи.
2025-11-19 | run-780 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=1e-3, batch=128, epochs=20 | val accuracy 0.8103 | результат в пределах разброса предыдущих запусков.
2025-11-19 | run-781 | LightGBM | cifar10-subset | AdamW, learning_rate=0.1, batch=64, epochs=50 | val accuracy 0.8116 | повторить с другим сидом для оценки разброса.
2025-11-20 | run-782 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=5e-4, batch=64, epochs=20 | val accuracy 0.8705 | ранняя остановка сработала раньше лимита эпох.
2025-11-20 | run-783 | MLP-3x256 | digits-aug | AdamW, lr=0.1, batch=256, epochs=30 | val accuracy 0.8993 | памяти GPU хватает с запасом, можно увеличить batch.
2025-11-20 | run-784 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=1e-3, batch=256, epochs=50 | val accuracy 0.9087 | памяти GPU хватает с запасом, можно увеличить batch.
2025-11-20 | run-785 | ResNet-18 | tabular-credit | AdamW, lr=0.1, batch=128, epochs=50 | val accuracy 0.926 | повторить с другим сидом для оценки разброса.
2025-11-21 | run-786 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=0.1, batch=128, epochs=30 | val accuracy 0.9353 | результат в пределах разброса предыдущих запусков.
2025-11-21 | run-787 | ViT-S/16 | cifar10-subset-v2 | Lion, lr=0.1, batch=256, epochs=30 | val accuracy 0.9222 | ранняя остановка сработала раньше лимита эпох.
2025-11-21 | run-788 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=0.05, batch=64, epochs=20 | val accuracy 0.8084 | результат в пределах разброса предыдущих запусков.
2025-11-24 | run-789 | ViT-S/16 | cifar10-subset-v2 | Lion, lr=0.1, batch=256, epochs=20 | val accuracy 0.835 | валидация стабильна между эпохами, переобучения не видно.
2025-11-24 | run-790 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=3e-4, batch=64, epochs=30 | val accuracy 0.8623 | loss на валидации немного шумит после 15-й эпохи.
2025-11-25 | run-791 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=3e-4, batch=64, epochs=50 | val accuracy 0.8866 | валидация стабильна между эпохами, переобучения не видно.
2025-11-25 | run-792 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=5e-4, batch=256, epochs=50 | val accuracy 0.9546 | повторить с другим сидом для оценки разброса.
2025-11-25 | run-793 | LightGBM | tabular-credit | AdamW, learning_rate=5e-4, batch=64, epochs=50 | val accuracy 0.8459 | результат в пределах разброса предыдущих запусков.
2025-11-26 | run-794 | LightGBM | digits-aug | AdamW, learning_rate=3e-4, batch=256, epochs=30 | val accuracy 0.8209 | результат в пределах разброса предыдущих запусков.
2025-11-26 | run-795 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=0.1, batch=128, epochs=20 | val accuracy 0.9305 | без замечаний, кривые обучения ровные.
2025-11-26 | run-796 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=5e-4, batch=64, epochs=20 | val accuracy 0.8126 | результат в пределах разброса предыдущих запусков.
2025-11-27 | run-797 | MLP-3x256 | cifar10-subset | SGD+momentum, lr=1e-3, batch=128, epochs=30 | val accuracy 0.9178 | loss на валидации немного шумит после 15-й эпохи.
2025-11-27 | run-798 | ResNet-18 | cifar10-subset | SGD+momentum, lr=0.05, batch=128, epochs=50 | val accuracy 0.8323 | без замечаний, кривые обучения ровные.
2025-11-27 | run-799 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=5e-4, batch=256, epochs=30 | val accuracy 0.9303 | без замечаний, кривые обучения ровные.
2025-11-27 | run-800 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=3e-4, batch=64, epochs=30 | val accuracy 0.9545 | без замечаний, кривые обучения ровные.
2025-11-28 | run-801 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=0.1, batch=256, epochs=30 | val accuracy 0.9192 | памяти GPU хватает с запасом, можно увеличить batch.
2025-11-28 | run-802 | ViT-S/16 | tabular-credit | Lion, lr=0.05, batch=256, epochs=20 | val accuracy 0.8757 | повторить с другим сидом для оценки разброса.
2025-12-01 | run-803 | LightGBM | cifar10-subset | AdamW, learning_rate=5e-4, batch=128, epochs=30 | val accuracy 0.9178 | время эпохи в норме, узел gpu-07.
2025-12-01 | run-804 | ViT-S/16 | digits-aug | Lion, lr=3e-4, batch=256, epochs=20 | val accuracy 0.9523 | памяти GPU хватает с запасом, можно увеличить batch.
2025-12-02 | run-805 | ResNet-18 | cifar10-subset | SGD+momentum, lr=5e-4, batch=64, epochs=20 | val accuracy 0.9166 | время эпохи в норме, узел gpu-07.
2025-12-02 | run-806 | ViT-S/16 | cifar10-subset-v2 | Lion, lr=0.05, batch=256, epochs=30 | val accuracy 0.8326 | валидация стабильна между эпохами, переобучения не видно.
2025-12-02 | run-807 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=1e-3, batch=256, epochs=50 | val accuracy 0.8676 | повторить с другим сидом для оценки разброса.
2025-12-03 | run-808 | MLP-3x256 | digits-aug | AdamW, lr=3e-4, batch=64, epochs=50 | val accuracy 0.9529 | результат в пределах разброса предыдущих запусков.
2025-12-03 | run-809 | ResNet-18 | digits-aug | SGD+momentum, lr=1e-3, batch=64, epochs=30 | val accuracy 0.8892 | повторить с другим сидом для оценки разброса.
2025-12-03 | run-810 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=1e-3, batch=256, epochs=30 | val accuracy 0.8919 | памяти GPU хватает с запасом, можно увеличить batch.
2025-12-04 | run-811 | ViT-S/16 | tabular-credit | Lion, lr=1e-3, batch=64, epochs=30 | val accuracy 0.9153 | памяти GPU хватает с запасом, можно увеличить batch.
2025-12-04 | run-812 | LightGBM | cifar10-subset | SGD+momentum, learning_rate=5e-4, batch=64, epochs=50 | val accuracy 0.9098 | без замечаний, кривые обучения ровные.
2025-12-04 | run-813 | MLP-3x256 | cifar10-subset | AdamW, lr=1e-3, batch=128, epochs=30 | val accuracy 0.809 | валидация стабильна между эпохами, переобучения не видно.
2025-12-05 | run-814 | ResNet-18 | digits-aug | AdamW, lr=5e-4, batch=256, epochs=30 | val accuracy 0.8551 | без замечаний, кривые обучения ровные.
2025-12-05 | run-815 | MLP-3x256 | tabular-credit | SGD+momentum, lr=0.1, batch=128, epochs=30 | val accuracy 0.8043 | loss на валидации немного шумит после 15-й эпохи.
2025-12-08 | run-816 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=1e-3, batch=256, epochs=50 | val accuracy 0.8442 | время эпохи в норме, узел gpu-07.
2025-12-08 | run-817 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=0.05, batch=128, epochs=20 | val accuracy 0.9351 | без замечаний, кривые обучения ровные.
2025-12-08 | run-818 | ResNet-18 | digits-aug | SGD+momentum, lr=0.1, batch=64, epochs=50 | val accuracy 0.8246 | loss на валидации немного шумит после 15-й эпохи.
2025-12-09 | run-819 | MLP-3x256 | cifar10-subset | SGD+momentum, lr=3e-4, batch=64, epochs=30 | val accuracy 0.8442 | памяти GPU хватает с запасом, можно увеличить batch.
2025-12-09 | run-820 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=5e-4, batch=128, epochs=30 | val accuracy 0.8866 | ранняя остановка сработала раньше лимита эпох.
2025-12-09 | run-821 | MLP-3x256 | cifar10-subset-v2 | AdamW, lr=0.05, batch=256, epochs=20 | val accuracy 0.8325 | время эпохи в норме, узел gpu-07.
2025-12-10 | run-822 | LightGBM | digits-aug | SGD+momentum, learning_rate=0.05, batch=128, epochs=20 | val accuracy 0.9159 | результат в пределах разброса предыдущих запусков.
2025-12-10 | run-823 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=0.1, batch=256, epochs=20 | val accuracy 0.8788 | без замечаний, кривые обучения ровные.
2025-12-10 | run-824 | ResNet-18 | digits-aug | AdamW, lr=0.1, batch=128, epochs=50 | val accuracy 0.8697 | валидация стабильна между эпохами, переобучения не видно.
2025-12-11 | run-825 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=0.05, batch=64, epochs=30 | val accuracy 0.9454 | результат в пределах разброса предыдущих запусков.
2025-12-11 | run-826 | LightGBM | cifar10-subset | AdamW, learning_rate=1e-3, batch=64, epochs=20 | val accuracy 0.8742 | время эпохи в норме, узел gpu-07.
2025-12-12 | run-827 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=0.05, batch=256, epochs=30 | val accuracy 0.857 | результат в пределах разброса предыдущих запусков.
2025-12-12 | run-828 | ViT-S/16 | cifar10-subset-v2 | Lion, lr=3e-4, batch=128, epochs=50 | val accuracy 0.8063 | результат в пределах разброса предыдущих запусков.
2025-12-15 | run-829 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=5e-4, batch=64, epochs=50 | val accuracy 0.806 | памяти GPU хватает с запасом, можно увеличить batch.
2025-12-15 | run-830 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=1e-3, batch=128, epochs=50 | val accuracy 0.9571 | loss на валидации немного шумит после 15-й эпохи.
2025-12-16 | run-831 | LightGBM | cifar10-subset | AdamW, learning_rate=3e-4, batch=64, epochs=30 | val accuracy 0.8599 | loss на валидации немного шумит после 15-й эпохи.
2025-12-16 | run-832 | ViT-S/16 | cifar10-subset-v2 | Lion, lr=0.1, batch=64, epochs=50 | val accuracy 0.9253 | ранняя остановка сработала раньше лимита эпох.
2025-12-16 | run-833 | LightGBM | cifar10-subset-v2 | SGD+momentum, learning_rate=1e-3, batch=64, epochs=50 | val accuracy 0.9033 | повторить с другим сидом для оценки разброса.
2025-12-17 | run-834 | ResNet-18 | cifar10-subset | SGD+momentum, lr=3e-4, batch=128, epochs=20 | val accuracy 0.8265 | результат в пределах разброса предыдущих запусков.
2025-12-17 | run-835 | LightGBM | cifar10-subset | SGD+momentum, learning_rate=1e-3, batch=64, epochs=20 | val accuracy 0.9321 | повторить с другим сидом для оценки разброса.
2025-12-17 | run-836 | LightGBM | tabular-credit | SGD+momentum, learning_rate=5e-4, batch=64, epochs=20 | val accuracy 0.8318 | результат в пределах разброса предыдущих запусков.
2025-12-18 | run-837 | ViT-S/16 | tabular-credit | Lion, lr=0.05, batch=64, epochs=30 | val accuracy 0.8457 | памяти GPU хватает с запасом, можно увеличить batch.
2025-12-18 | run-838 | MLP-3x256 | digits-aug | SGD+momentum, lr=0.05, batch=256, epochs=20 | val accuracy 0.8741 | без замечаний, кривые обучения ровные.
2025-12-18 | run-839 | LightGBM | digits-aug | AdamW, learning_rate=0.05, batch=64, epochs=30 | val accuracy 0.8951 | повторить с другим сидом для оценки разброса.
2025-12-18 | run-840 | ResNet-18 | cifar10-subset-v2 | SGD+momentum, lr=3e-4, batch=64, epochs=30 | val accuracy 0.8114 | loss на валидации немного шумит после 15-й эпохи.
2025-12-19 | run-841 | LightGBM | cifar10-subset | SGD+momentum, learning_rate=0.05, batch=64, epochs=50 | val accuracy 0.9216 | время эпохи в норме, узел gpu-07.
2025-12-19 | run-842 | ViT-S/16 | tabular-credit | Lion, lr=0.05, batch=128, epochs=50 | val accuracy 0.8518 | повторить с другим сидом для оценки разброса.
2025-12-22 | run-843 | LightGBM | cifar10-subset-v2 | AdamW, learning_rate=3e-4, batch=256, epochs=20 | val accuracy 0.9298 | loss на валидации немного шумит после 15-й эпохи.
2025-12-22 | run-844 | MLP-3x256 | tabular-credit | AdamW, lr=5e-4, batch=64, epochs=20 | val accuracy 0.8813 | повторить с другим сидом для оценки разброса.
2025-12-23 | run-845 | LightGBM | cifar10-subset | AdamW, learning_rate=5e-4, batch=256, epochs=20 | val accuracy 0.8563 | время эпохи в норме, узел gpu-07.
2025-12-23 | run-846 | ResNet-18 | digits-aug | AdamW, lr=0.1, batch=128, epochs=20 | val accuracy 0.8806 | ранняя остановка сработала раньше лимита эпох.
2025-12-23 | run-847 | MLP-3x256 | cifar10-subset-v2 | SGD+momentum, lr=0.1, batch=128, epochs=20 | val accuracy 0.8634 | валидация стабильна между эпохами, переобучения не видно.
2025-12-24 | run-848 | MLP-3x256 | digits-aug | SGD+momentum, lr=5e-4, batch=64, epochs=50 | val accuracy 0.8142 | время эпохи в норме, узел gpu-07.
2025-12-24 | run-849 | MLP-3x256 | cifar10-subset | SGD+momentum, lr=3e-4, batch=128, epochs=20 | val accuracy 0.8868 | без замечаний, кривые обучения ровные.
2025-12-24 | run-850 | ViT-S/16 | cifar10-subset-v2 | Lion, lr=0.1, batch=128, epochs=30 | val accuracy 0.8052 | памяти GPU хватает с запасом, можно увеличить batch.
2025-12-24 | run-851 | LightGBM | tabular-credit | AdamW, learning_rate=5e-4, batch=64, epochs=50 | val accuracy 0.9049 | результат в пределах разброса предыдущих запусков.
2025-12-25 | run-852 | LightGBM | cifar10-subset | AdamW, learning_rate=1e-3, batch=256, epochs=30 | val accuracy 0.8253 | время эпохи в норме, узел gpu-07.
2025-12-25 | run-853 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=5e-4, batch=128, epochs=30 | val accuracy 0.8703 | результат в пределах разброса предыдущих запусков.
2025-12-25 | run-854 | ResNet-18 | cifar10-subset | SGD+momentum, lr=5e-4, batch=128, epochs=20 | val accuracy 0.8683 | валидация стабильна между эпохами, переобучения не видно.
2025-12-26 | run-855 | ResNet-18 | cifar10-subset-v2 | AdamW, lr=1e-3, batch=128, epochs=50 | val accuracy 0.9453 | памяти GPU хватает с запасом, можно увеличить batch.
2025-12-26 | run-856 | ViT-S/16 | tabular-credit | Lion, lr=0.1, batch=64, epochs=20 | val accuracy 0.8354 | результат в пределах разброса предыдущих запусков.
